"gene_id","gene_name"
"gene-CLDN20|CLDN20","CLDN20"
"gene-LOC100684752|LOC100684752","LOC100684752"
"gene-NOX3|NOX3","NOX3"
"gene-LOC102153338|LOC102153338","LOC102153338"
"gene-LOC111090678|LOC111090678","LOC111090678"
"gene-LOC119869961|LOC119869961","LOC119869961"
"gene-LOC119870758|LOC119870758","LOC119870758"
"gene-LOC111095850|LOC111095850","LOC111095850"
"gene-LOC119870759|LOC119870759","LOC119870759"
"gene-ARID1B|ARID1B","ARID1B"
"gene-LOC119870760|LOC119870760","LOC119870760"
"gene-LOC102153553|LOC102153553","LOC102153553"
"gene-LOC119870146|LOC119870146","LOC119870146"
"gene-TMEM242|TMEM242","TMEM242"
"gene-LDHAL6B|LDHAL6B","LDHAL6B"
"gene-LOC111095860|LOC111095860","LOC111095860"
"gene-LOC119870662|LOC119870662","LOC119870662"
"gene-ZDHHC14|ZDHHC14","ZDHHC14"
"gene-LOC106558666|LOC106558666","LOC106558666"
"gene-LOC100685066|LOC100685066","LOC100685066"
"gene-SNX9|SNX9","SNX9"
"gene-LOC111095864|LOC111095864","LOC111095864"
"gene-LOC111090679|LOC111090679","LOC111090679"
"gene-SYNJ2|SYNJ2","SYNJ2"
"gene-LOC119870761|LOC119870761","LOC119870761"
"gene-SERAC1|SERAC1","SERAC1"
"gene-LOC111095865|LOC111095865","LOC111095865"
"gene-GTF2H5|GTF2H5","GTF2H5"
"gene-LOC102154517|LOC102154517","LOC102154517"
"gene-TULP4|TULP4","TULP4"
"gene-LOC119869898|LOC119869898","LOC119869898"
"gene-LOC106558715|LOC106558715","LOC106558715"
"gene-LOC111095871|LOC111095871","LOC111095871"
"gene-TMEM181|TMEM181","TMEM181"
"gene-DYNLT1|DYNLT1","DYNLT1"
"gene-SYTL3|SYTL3","SYTL3"
"gene-EZR|EZR","EZR"
"gene-LOC102155395|LOC102155395","LOC102155395"
"gene-LOC111090681|LOC111090681","LOC111090681"
"gene-LOC111095873|LOC111095873","LOC111095873"
"gene-LOC119881479|LOC119881479","LOC119881479"
"gene-RSPH3|RSPH3","RSPH3"
"gene-LOC119869892|LOC119869892","LOC119869892"
"gene-LOC111095876|LOC111095876","LOC111095876"
"gene-LOC119870147|LOC119870147","LOC119870147"
"gene-TAGAP|TAGAP","TAGAP"
"gene-LOC102155647|LOC102155647","LOC102155647"
"gene-FNDC1|FNDC1","FNDC1"
"gene-LOC111095882|LOC111095882","LOC111095882"
"gene-LOC119869955|LOC119869955","LOC119869955"
"gene-LOC119870765|LOC119870765","LOC119870765"
"gene-LOC119870764|LOC119870764","LOC119870764"
"gene-SOD2|SOD2","SOD2"
"gene-LOC111090685|LOC111090685","LOC111090685"
"gene-WTAP|WTAP","WTAP"
"gene-LOC119869923|LOC119869923","LOC119869923"
"gene-ACAT2|ACAT2","ACAT2"
"gene-TCP1|TCP1","TCP1"
"gene-MIR1836|MIR1836","MIR1836"
"gene-LOC119869912|LOC119869912","LOC119869912"
"gene-MRPL18|MRPL18","MRPL18"
"gene-PNLDC1|PNLDC1","PNLDC1"
"gene-MAS1|MAS1","MAS1"
"gene-LOC111095907|LOC111095907","LOC111095907"
"gene-IGF2R|IGF2R","IGF2R"
"gene-LOC111095908|LOC111095908","LOC111095908"
"gene-SLC22A1|SLC22A1","SLC22A1"
"gene-SLC22A2|SLC22A2","SLC22A2"
"gene-LOC111090687|LOC111090687","LOC111090687"
"gene-SLC22A3|SLC22A3","SLC22A3"
"gene-LOC119870766|LOC119870766","LOC119870766"
"gene-PLG|PLG","PLG"
"gene-LOC111095918|LOC111095918","LOC111095918"
"gene-MAP3K4|MAP3K4","MAP3K4"
"gene-LOC119869932|LOC119869932","LOC119869932"
"gene-AGPAT4|AGPAT4","AGPAT4"
"gene-LOC119870767|LOC119870767","LOC119870767"
"gene-PRKN|PRKN","PRKN"
"gene-LOC111095928|LOC111095928","LOC111095928"
"gene-LOC111095927|LOC111095927","LOC111095927"
"gene-LOC102157285|LOC102157285","LOC102157285"
"gene-PACRG|PACRG","PACRG"
"gene-LOC111095932|LOC111095932","LOC111095932"
"gene-LOC111095931|LOC111095931","LOC111095931"
"gene-LOC102151615|LOC102151615","LOC102151615"
"gene-QKI|QKI","QKI"
"gene-LOC119870664|LOC119870664","LOC119870664"
"gene-LOC119870665|LOC119870665","LOC119870665"
"gene-LOC111090691|LOC111090691","LOC111090691"
"gene-LOC111095940|LOC111095940","LOC111095940"
"gene-LOC106559700|LOC106559700","LOC106559700"
"gene-LOC100684782|LOC100684782","LOC100684782"
"gene-LOC119870666|LOC119870666","LOC119870666"
"gene-C1H6orf118|C1H6orf118","C1H6orf118"
"gene-LOC119870150|LOC119870150","LOC119870150"
"gene-PDE10A|PDE10A","PDE10A"
"gene-LOC102152011|LOC102152011","LOC102152011"
"gene-LOC100685014|LOC100685014","LOC100685014"
"gene-TBXT|TBXT","TBXT"
"gene-LOC119869870|LOC119869870","LOC119869870"
"gene-PRR18|PRR18","PRR18"
"gene-LOC111095958|LOC111095958","LOC111095958"
"gene-SFT2D1|SFT2D1","SFT2D1"
"gene-MPC1|MPC1","MPC1"
"gene-RPS6KA2|RPS6KA2","RPS6KA2"
"gene-LOC119870768|LOC119870768","LOC119870768"
"gene-LOC119870667|LOC119870667","LOC119870667"
"gene-RNASET2|RNASET2","RNASET2"
"gene-CEP43|CEP43","CEP43"
"gene-LOC100685460|LOC100685460","LOC100685460"
"gene-CCR6|CCR6","CCR6"
"gene-GPR31|GPR31","GPR31"
"gene-LOC484082|LOC484082","LOC484082"
"gene-LOC111095971|LOC111095971","LOC111095971"
"gene-TTLL2|TTLL2","TTLL2"
"gene-LOC111095973|LOC111095973","LOC111095973"
"gene-UNC93A|UNC93A","UNC93A"
"gene-LOC100855528|LOC100855528","LOC100855528"
"gene-LOC102153253|LOC102153253","LOC102153253"
"gene-LOC111090695|LOC111090695","LOC111090695"
"gene-LOC111095985|LOC111095985","LOC111095985"
"gene-LOC106559705|LOC106559705","LOC106559705"
"gene-LOC111095986|LOC111095986","LOC111095986"
"gene-LOC119870668|LOC119870668","LOC119870668"
"gene-LOC111095989|LOC111095989","LOC111095989"
"gene-AFDN|AFDN","AFDN"
"gene-KIF25|KIF25","KIF25"
"gene-LOC119870772|LOC119870772","LOC119870772"
"gene-FRMD1|FRMD1","FRMD1"
"gene-LOC119870159|LOC119870159","LOC119870159"
"gene-LOC111090696|LOC111090696","LOC111090696"
"gene-DACT2|DACT2","DACT2"
"gene-LOC102153625|LOC102153625","LOC102153625"
"gene-SMOC2|SMOC2","SMOC2"
"gene-LOC102153755|LOC102153755","LOC102153755"
"gene-LOC119870669|LOC119870669","LOC119870669"
"gene-THBS2|THBS2","THBS2"
"gene-LOC102153803|LOC102153803","LOC102153803"
"gene-LOC119870670|LOC119870670","LOC119870670"
"gene-WDR27|WDR27","WDR27"
"gene-LOC119870773|LOC119870773","LOC119870773"
"gene-DSE|DSE","DSE"
"gene-LOC484089|LOC484089","LOC484089"
"gene-LOC111090701|LOC111090701","LOC111090701"
"gene-CALHM6|CALHM6","CALHM6"
"gene-LOC100686510|LOC100686510","LOC100686510"
"gene-TRAPPC3L|TRAPPC3L","TRAPPC3L"
"gene-CALHM4|CALHM4","CALHM4"
"gene-CALHM5|CALHM5","CALHM5"
"gene-RWDD1|RWDD1","RWDD1"
"gene-LOC612537|LOC612537","LOC612537"
"gene-RSPH4A|RSPH4A","RSPH4A"
"gene-LOC119870774|LOC119870774","LOC119870774"
"gene-ZUP1|ZUP1","ZUP1"
"gene-LOC106558702|LOC106558702","LOC106558702"
"gene-KPNA5|KPNA5","KPNA5"
"gene-FAM162B|FAM162B","FAM162B"
"gene-GPRC6A|GPRC6A","GPRC6A"
"gene-RFX6|RFX6","RFX6"
"gene-LOC111090702|LOC111090702","LOC111090702"
"gene-VGLL2|VGLL2","VGLL2"
"gene-ROS1|ROS1","ROS1"
"gene-DCBLD1|DCBLD1","DCBLD1"
"gene-GOPC|GOPC","GOPC"
"gene-NEPN|NEPN","NEPN"
"gene-NUS1|NUS1","NUS1"
"gene-LOC100686987|LOC100686987","LOC100686987"
"gene-LOC100687071|LOC100687071","LOC100687071"
"gene-SLC35F1|SLC35F1","SLC35F1"
"gene-LOC111096073|LOC111096073","LOC111096073"
"gene-LOC111096075|LOC111096075","LOC111096075"
"gene-CEP85L|CEP85L","CEP85L"
"gene-LOC111096081|LOC111096081","LOC111096081"
"gene-LOC106558793|LOC106558793","LOC106558793"
"gene-PLN|PLN","PLN"
"gene-LOC111096082|LOC111096082","LOC111096082"
"gene-LOC102156314|LOC102156314","LOC102156314"
"gene-LOC111096094|LOC111096094","LOC111096094"
"gene-MCM9|MCM9","MCM9"
"gene-LOC119869945|LOC119869945","LOC119869945"
"gene-LOC111096167|LOC111096167","LOC111096167"
"gene-LOC119870779|LOC119870779","LOC119870779"
"gene-ASF1A|ASF1A","ASF1A"
"gene-LOC111096168|LOC111096168","LOC111096168"
"gene-FAM184A|FAM184A","FAM184A"
"gene-LOC111098530|LOC111098530","LOC111098530"
"gene-LOC100687227|LOC100687227","LOC100687227"
"gene-MAN1A1|MAN1A1","MAN1A1"
"gene-LOC119870781|LOC119870781","LOC119870781"
"gene-LOC102156986|LOC102156986","LOC102156986"
"gene-LOC100687379|LOC100687379","LOC100687379"
"gene-LOC119870782|LOC119870782","LOC119870782"
"gene-LOC119870783|LOC119870783","LOC119870783"
"gene-LOC119876504|LOC119876504","LOC119876504"
"gene-LOC119869902|LOC119869902","LOC119869902"
"gene-LOC119870672|LOC119870672","LOC119870672"
"gene-LOC111096174|LOC111096174","LOC111096174"
"gene-LOC119869937|LOC119869937","LOC119869937"
"gene-LOC111089986|LOC111089986","LOC111089986"
"gene-LOC111096173|LOC111096173","LOC111096173"
"gene-LOC119870175|LOC119870175","LOC119870175"
"gene-LOC119869878|LOC119869878","LOC119869878"
"gene-LOC111096172|LOC111096172","LOC111096172"
"gene-LOC111096171|LOC111096171","LOC111096171"
"gene-TBC1D32|TBC1D32","TBC1D32"
"gene-LOC102157283|LOC102157283","LOC102157283"
"gene-GJA1|GJA1","GJA1"
"gene-LOC119870673|LOC119870673","LOC119870673"
"gene-LOC484108|LOC484108","LOC484108"
"gene-LOC106559720|LOC106559720","LOC106559720"
"gene-LOC106558802|LOC106558802","LOC106558802"
"gene-LOC119869931|LOC119869931","LOC119869931"
"gene-LOC119869899|LOC119869899","LOC119869899"
"gene-HSF2|HSF2","HSF2"
"gene-SERINC1|SERINC1","SERINC1"
"gene-LOC119870786|LOC119870786","LOC119870786"
"gene-PKIB|PKIB","PKIB"
"gene-LOC100687864|LOC100687864","LOC100687864"
"gene-LOC111096205|LOC111096205","LOC111096205"
"gene-FABP7|FABP7","FABP7"
"gene-SMPDL3A|SMPDL3A","SMPDL3A"
"gene-LOC119870787|LOC119870787","LOC119870787"
"gene-CLVS2|CLVS2","CLVS2"
"gene-LOC119870674|LOC119870674","LOC119870674"
"gene-TRDN|TRDN","TRDN"
"gene-LOC111096208|LOC111096208","LOC111096208"
"gene-LOC102152099|LOC102152099","LOC102152099"
"gene-NKAIN2|NKAIN2","NKAIN2"
"gene-LOC111096209|LOC111096209","LOC111096209"
"gene-LOC106558814|LOC106558814","LOC106558814"
"gene-TRNAK-CUU|TRNAK-CUU","TRNAK-CUU"
"gene-RNF217|RNF217","RNF217"
"gene-TPD52L1|TPD52L1","TPD52L1"
"gene-HDDC2|HDDC2","HDDC2"
"gene-LOC111098237|LOC111098237","LOC111098237"
"gene-LOC111096211|LOC111096211","LOC111096211"
"gene-LOC119869890|LOC119869890","LOC119869890"
"gene-LOC119869929|LOC119869929","LOC119869929"
"gene-LOC100688589|LOC100688589","LOC100688589"
"gene-LOC612667|LOC612667","LOC612667"
"gene-LOC100684322|LOC100684322","LOC100684322"
"gene-LOC100688798|LOC100688798","LOC100688798"
"gene-HEY2|HEY2","HEY2"
"gene-LOC119870788|LOC119870788","LOC119870788"
"gene-LOC119870180|LOC119870180","LOC119870180"
"gene-TRNAE-CUC|TRNAE-CUC","TRNAE-CUC"
"gene-NCOA7|NCOA7","NCOA7"
"gene-LOC111096224|LOC111096224","LOC111096224"
"gene-LOC119870675|LOC119870675","LOC119870675"
"gene-HINT3|HINT3","HINT3"
"gene-TRMT11|TRMT11","TRMT11"
"gene-LOC119869935|LOC119869935","LOC119869935"
"gene-LOC100682630|LOC100682630","LOC100682630"
"gene-LOC111096229|LOC111096229","LOC111096229"
"gene-LOC111096230|LOC111096230","LOC111096230"
"gene-LOC119870791|LOC119870791","LOC119870791"
"gene-CENPW|CENPW","CENPW"
"gene-LOC119869882|LOC119869882","LOC119869882"
"gene-LOC119869894|LOC119869894","LOC119869894"
"gene-LOC111096231|LOC111096231","LOC111096231"
"gene-LOC111090705|LOC111090705","LOC111090705"
"gene-LOC100684456|LOC100684456","LOC100684456"
"gene-LOC102153070|LOC102153070","LOC102153070"
"gene-LOC612687|LOC612687","LOC612687"
"gene-RSPO3|RSPO3","RSPO3"
"gene-LOC100682860|LOC100682860","LOC100682860"
"gene-LOC111096246|LOC111096246","LOC111096246"
"gene-RNF146|RNF146","RNF146"
"gene-ECHDC1|ECHDC1","ECHDC1"
"gene-LOC111096255|LOC111096255","LOC111096255"
"gene-KIAA0408|KIAA0408","KIAA0408"
"gene-SOGA3|SOGA3","SOGA3"
"gene-LOC100684835|LOC100684835","LOC100684835"
"gene-C1H6orf58|C1H6orf58","C1H6orf58"
"gene-LOC111096260|LOC111096260","LOC111096260"
"gene-LOC612694|LOC612694","LOC612694"
"gene-LOC119869863|LOC119869863","LOC119869863"
"gene-THEMIS|THEMIS","THEMIS"
"gene-LOC119864634|LOC119864634","LOC119864634"
"gene-LOC111096271|LOC111096271","LOC111096271"
"gene-PTPRK|PTPRK","PTPRK"
"gene-LOC111096273|LOC111096273","LOC111096273"
"gene-LOC106558822|LOC106558822","LOC106558822"
"gene-LOC100683269|LOC100683269","LOC100683269"
"gene-LAMA2|LAMA2","LAMA2"
"gene-LOC102151333|LOC102151333","LOC102151333"
"gene-LOC119870797|LOC119870797","LOC119870797"
"gene-LOC119870796|LOC119870796","LOC119870796"
"gene-LOC119870795|LOC119870795","LOC119870795"
"gene-LOC111096277|LOC111096277","LOC111096277"
"gene-ARHGAP18|ARHGAP18","ARHGAP18"
"gene-LOC119870798|LOC119870798","LOC119870798"
"gene-LOC111090713|LOC111090713","LOC111090713"
"gene-LOC111090714|LOC111090714","LOC111090714"
"gene-TMEM244|TMEM244","TMEM244"
"gene-LOC119864853|LOC119864853","LOC119864853"
"gene-LOC119864962|LOC119864962","LOC119864962"
"gene-L3MBTL3|L3MBTL3","L3MBTL3"
"gene-SAMD3|SAMD3","SAMD3"
"gene-TMEM200A|TMEM200A","TMEM200A"
"gene-LOC106559769|LOC106559769","LOC106559769"
"gene-LOC119865182|LOC119865182","LOC119865182"
"gene-LOC106559350|LOC106559350","LOC106559350"
"gene-LOC119870799|LOC119870799","LOC119870799"
"gene-EPB41L2|EPB41L2","EPB41L2"
"gene-LOC102151410|LOC102151410","LOC102151410"
"gene-LOC119870193|LOC119870193","LOC119870193"
"gene-LOC102155875|LOC102155875","LOC102155875"
"gene-AKAP7|AKAP7","AKAP7"
"gene-LOC111096305|LOC111096305","LOC111096305"
"gene-LOC491382|LOC491382","LOC491382"
"gene-LOC606788|LOC606788","LOC606788"
"gene-LOC119877018|LOC119877018","LOC119877018"
"gene-FAM240B|FAM240B","FAM240B"
"gene-LOC119869879|LOC119869879","LOC119869879"
"gene-LOC119870805|LOC119870805","LOC119870805"
"gene-CTSV|CTSV","CTSV"
"gene-LOC119869850|LOC119869850","LOC119869850"
"gene-LOC119870806|LOC119870806","LOC119870806"
"gene-ZNF782|ZNF782","ZNF782"
"gene-ZNF510|ZNF510","ZNF510"
"gene-PRXL2C|PRXL2C","PRXL2C"
"gene-LOC111096328|LOC111096328","LOC111096328"
"gene-CDC14B|CDC14B","CDC14B"
"gene-LOC102157082|LOC102157082","LOC102157082"
"gene-HABP4|HABP4","HABP4"
"gene-LOC119869867|LOC119869867","LOC119869867"
"gene-LOC100856674|LOC100856674","LOC100856674"
"gene-ZNF367|ZNF367","ZNF367"
"gene-LOC119870808|LOC119870808","LOC119870808"
"gene-SLC35D2|SLC35D2","SLC35D2"
"gene-LOC100856244|LOC100856244","LOC100856244"
"gene-HSD17B3|HSD17B3","HSD17B3"
"gene-LOC119869862|LOC119869862","LOC119869862"
"gene-LOC111090716|LOC111090716","LOC111090716"
"gene-LOC102151543|LOC102151543","LOC102151543"
"gene-LOC106559352|LOC106559352","LOC106559352"
"gene-LOC111096339|LOC111096339","LOC111096339"
"gene-ERCC6L2|ERCC6L2","ERCC6L2"
"gene-LOC119869958|LOC119869958","LOC119869958"
"gene-LOC119870809|LOC119870809","LOC119870809"
"gene-LOC111096340|LOC111096340","LOC111096340"
"gene-LOC119869858|LOC119869858","LOC119869858"
"gene-LOC111090717|LOC111090717","LOC111090717"
"gene-LOC119866365|LOC119866365","LOC119866365"
"gene-PTCH1|PTCH1","PTCH1"
"gene-LOC111096354|LOC111096354","LOC111096354"
"gene-LOC102151730|LOC102151730","LOC102151730"
"gene-LOC100688335|LOC100688335","LOC100688335"
"gene-FANCC|FANCC","FANCC"
"gene-LOC111096365|LOC111096365","LOC111096365"
"gene-LOC119870813|LOC119870813","LOC119870813"
"gene-LOC111096364|LOC111096364","LOC111096364"
"gene-C1H9orf3|C1H9orf3","C1H9orf3"
"gene-MIR24-1|MIR24-1","MIR24-1"
"gene-MIR27B|MIR27B","MIR27B"
"gene-MIR23B|MIR23B","MIR23B"
"gene-LOC119870812|LOC119870812","LOC119870812"
"gene-LOC119866418|LOC119866418","LOC119866418"
"gene-FBP1|FBP1","FBP1"
"gene-FBP2|FBP2","FBP2"
"gene-LOC100688687|LOC100688687","LOC100688687"
"gene-CTSL3|CTSL3","CTSL3"
"gene-LOC100688819|LOC100688819","LOC100688819"
"gene-LOC100688895|LOC100688895","LOC100688895"
"gene-DAPK1|DAPK1","DAPK1"
"gene-LOC119870814|LOC119870814","LOC119870814"
"gene-LOC111096369|LOC111096369","LOC111096369"
"gene-LOC106559361|LOC106559361","LOC106559361"
"gene-LOC119866716|LOC119866716","LOC119866716"
"gene-LOC111096374|LOC111096374","LOC111096374"
"gene-LOC100682577|LOC100682577","LOC100682577"
"gene-LOC111096376|LOC111096376","LOC111096376"
"gene-LOC106559362|LOC106559362","LOC106559362"
"gene-LOC111096384|LOC111096384","LOC111096384"
"gene-GAS1|GAS1","GAS1"
"gene-LOC119866857|LOC119866857","LOC119866857"
"gene-LOC106559315|LOC106559315","LOC106559315"
"gene-LOC119867029|LOC119867029","LOC119867029"
"gene-TUT7|TUT7","TUT7"
"gene-LOC111096394|LOC111096394","LOC111096394"
"gene-ISCA1|ISCA1","ISCA1"
"gene-LOC111096404|LOC111096404","LOC111096404"
"gene-LOC111096422|LOC111096422","LOC111096422"
"gene-GOLM1|GOLM1","GOLM1"
"gene-NAA35|NAA35","NAA35"
"gene-LOC111096425|LOC111096425","LOC111096425"
"gene-LOC484145|LOC484145","LOC484145"
"gene-LOC111096426|LOC111096426","LOC111096426"
"gene-AGTPBP1|AGTPBP1","AGTPBP1"
"gene-LOC119867103|LOC119867103","LOC119867103"
"gene-LOC111096434|LOC111096434","LOC111096434"
"gene-LOC111096428|LOC111096428","LOC111096428"
"gene-LOC111098564|LOC111098564","LOC111098564"
"gene-LOC102157016|LOC102157016","LOC102157016"
"gene-LOC111090724|LOC111090724","LOC111090724"
"gene-LOC119867318|LOC119867318","LOC119867318"
"gene-LOC119869942|LOC119869942","LOC119869942"
"gene-LOC119870817|LOC119870817","LOC119870817"
"gene-NTRK2|NTRK2","NTRK2"
"gene-LOC119870818|LOC119870818","LOC119870818"
"gene-LOC111098585|LOC111098585","LOC111098585"
"gene-LOC119870819|LOC119870819","LOC119870819"
"gene-LOC111096447|LOC111096447","LOC111096447"
"gene-LOC111090725|LOC111090725","LOC111090725"
"gene-LOC106557534|LOC106557534","LOC106557534"
"gene-LOC100686646|LOC100686646","LOC100686646"
"gene-LOC102151355|LOC102151355","LOC102151355"
"gene-LOC111096473|LOC111096473","LOC111096473"
"gene-LOC100684008|LOC100684008","LOC100684008"
"gene-RMI1|RMI1","RMI1"
"gene-LOC106559207|LOC106559207","LOC106559207"
"gene-LOC119869868|LOC119869868","LOC119869868"
"gene-HNRNPK|HNRNPK","HNRNPK"
"gene-MIR7-1|MIR7-1","MIR7-1"
"gene-LOC100684152|LOC100684152","LOC100684152"
"gene-C1H9orf64|C1H9orf64","C1H9orf64"
"gene-KIF27|KIF27","KIF27"
"gene-LOC100686720|LOC100686720","LOC100686720"
"gene-GKAP1|GKAP1","GKAP1"
"gene-TRNAR-CCU|TRNAR-CCU","TRNAR-CCU"
"gene-LOC119870822|LOC119870822","LOC119870822"
"gene-UBQLN1|UBQLN1","UBQLN1"
"gene-IDNK|IDNK","IDNK"
"gene-LOC119867660|LOC119867660","LOC119867660"
"gene-FRMD3|FRMD3","FRMD3"
"gene-LOC111096570|LOC111096570","LOC111096570"
"gene-RASEF|RASEF","RASEF"
"gene-LOC111096569|LOC111096569","LOC111096569"
"gene-LOC102155601|LOC102155601","LOC102155601"
"gene-LOC111096568|LOC111096568","LOC111096568"
"gene-LOC111096571|LOC111096571","LOC111096571"
"gene-LOC119867965|LOC119867965","LOC119867965"
"gene-LOC100684363|LOC100684363","LOC100684363"
"gene-LOC102155844|LOC102155844","LOC102155844"
"gene-LOC119877647|LOC119877647","LOC119877647"
"gene-TLE1|TLE1","TLE1"
"gene-LOC111096585|LOC111096585","LOC111096585"
"gene-LOC111096586|LOC111096586","LOC111096586"
"gene-LOC111096588|LOC111096588","LOC111096588"
"gene-LOC119869881|LOC119869881","LOC119869881"
"gene-LOC111090728|LOC111090728","LOC111090728"
"gene-LOC100685388|LOC100685388","LOC100685388"
"gene-LOC476315|LOC476315","LOC476315"
"gene-LOC100686028|LOC100686028","LOC100686028"
"gene-LOC119863956|LOC119863956","LOC119863956"
"gene-LOC119877674|LOC119877674","LOC119877674"
"gene-LOC100687251|LOC100687251","LOC100687251"
"gene-LOC111090731|LOC111090731","LOC111090731"
"gene-LOC111090733|LOC111090733","LOC111090733"
"gene-TLE4|TLE4","TLE4"
"gene-LOC111096618|LOC111096618","LOC111096618"
"gene-LOC119869318|LOC119869318","LOC119869318"
"gene-LOC100684877|LOC100684877","LOC100684877"
"gene-LOC111096622|LOC111096622","LOC111096622"
"gene-LOC119870829|LOC119870829","LOC119870829"
"gene-PSAT1|PSAT1","PSAT1"
"gene-CEP78|CEP78","CEP78"
"gene-LOC111096628|LOC111096628","LOC111096628"
"gene-LOC111096629|LOC111096629","LOC111096629"
"gene-GNAQ|GNAQ","GNAQ"
"gene-LOC111096630|LOC111096630","LOC111096630"
"gene-LOC111096633|LOC111096633","LOC111096633"
"gene-GNA14|GNA14","GNA14"
"gene-VPS13A|VPS13A","VPS13A"
"gene-LOC100684680|LOC100684680","LOC100684680"
"gene-FOXB2|FOXB2","FOXB2"
"gene-LOC100856729|LOC100856729","LOC100856729"
"gene-PRUNE2|PRUNE2","PRUNE2"
"gene-LOC102157105|LOC102157105","LOC102157105"
"gene-LOC119869960|LOC119869960","LOC119869960"
"gene-LOC119875976|LOC119875976","LOC119875976"
"gene-GCNT1|GCNT1","GCNT1"
"gene-RFK|RFK","RFK"
"gene-LOC119870831|LOC119870831","LOC119870831"
"gene-PCSK5|PCSK5","PCSK5"
"gene-LOC119870832|LOC119870832","LOC119870832"
"gene-LOC111096657|LOC111096657","LOC111096657"
"gene-LOC102151731|LOC102151731","LOC102151731"
"gene-OSTF1|OSTF1","OSTF1"
"gene-NMRK1|NMRK1","NMRK1"
"gene-LOC119870833|LOC119870833","LOC119870833"
"gene-LOC119869916|LOC119869916","LOC119869916"
"gene-LOC111096668|LOC111096668","LOC111096668"
"gene-CARNMT1|CARNMT1","CARNMT1"
"gene-C1H9orf40|C1H9orf40","C1H9orf40"
"gene-TRPM6|TRPM6","TRPM6"
"gene-LOC111096676|LOC111096676","LOC111096676"
"gene-LOC102154310|LOC102154310","LOC102154310"
"gene-RORB|RORB","RORB"
"gene-LOC100685845|LOC100685845","LOC100685845"
"gene-LOC608644|LOC608644","LOC608644"
"gene-LOC100685934|LOC100685934","LOC100685934"
"gene-LOC119869841|LOC119869841","LOC119869841"
"gene-LOC100686852|LOC100686852","LOC100686852"
"gene-LOC119869948|LOC119869948","LOC119869948"
"gene-LOC484167|LOC484167","LOC484167"
"gene-LOC102152841|LOC102152841","LOC102152841"
"gene-LOC119870225|LOC119870225","LOC119870225"
"gene-LOC111096689|LOC111096689","LOC111096689"
"gene-ANXA1|ANXA1","ANXA1"
"gene-LOC106559319|LOC106559319","LOC106559319"
"gene-LOC111096698|LOC111096698","LOC111096698"
"gene-LOC102153050|LOC102153050","LOC102153050"
"gene-ALDH1A1|ALDH1A1","ALDH1A1"
"gene-LOC111090744|LOC111090744","LOC111090744"
"gene-TMC1|TMC1","TMC1"
"gene-LOC119869527|LOC119869527","LOC119869527"
"gene-LOC102153097|LOC102153097","LOC102153097"
"gene-LOC106559434|LOC106559434","LOC106559434"
"gene-ZFAND5|ZFAND5","ZFAND5"
"gene-LOC119870834|LOC119870834","LOC119870834"
"gene-GDA|GDA","GDA"
"gene-LOC102153343|LOC102153343","LOC102153343"
"gene-C1H9orf85|C1H9orf85","C1H9orf85"
"gene-ABHD17B|ABHD17B","ABHD17B"
"gene-LOC106559439|LOC106559439","LOC106559439"
"gene-LOC119869857|LOC119869857","LOC119869857"
"gene-CEMIP2|CEMIP2","CEMIP2"
"gene-LOC100683128|LOC100683128","LOC100683128"
"gene-TRPM3|TRPM3","TRPM3"
"gene-LOC119869915|LOC119869915","LOC119869915"
"gene-LOC102154385|LOC102154385","LOC102154385"
"gene-LOC111096727|LOC111096727","LOC111096727"
"gene-MIR204|MIR204","MIR204"
"gene-LOC119875977|LOC119875977","LOC119875977"
"gene-LOC111096729|LOC111096729","LOC111096729"
"gene-LOC111096732|LOC111096732","LOC111096732"
"gene-LOC119870835|LOC119870835","LOC119870835"
"gene-KLF9|KLF9","KLF9"
"gene-SMC5|SMC5","SMC5"
"gene-LOC111098535|LOC111098535","LOC111098535"
"gene-MAMDC2|MAMDC2","MAMDC2"
"gene-LOC102154836|LOC102154836","LOC102154836"
"gene-LOC100856248|LOC100856248","LOC100856248"
"gene-LOC106559459|LOC106559459","LOC106559459"
"gene-C1H9orf135|C1H9orf135","C1H9orf135"
"gene-PTAR1|PTAR1","PTAR1"
"gene-APBA1|APBA1","APBA1"
"gene-LOC106559460|LOC106559460","LOC106559460"
"gene-LOC102155525|LOC102155525","LOC102155525"
